status,id,display_name,legal_name,url,department,street_address,city,neighbourhood,postal_code,region,country,requires_identification,operating_countries,custom_identifier,identifiers,generic_url,generic_email,generic_note,access_url,access_email,access_note,deletion_url,deletion_email,deletion_note,portability_url,portability_email,portability_note,correction_url,correction_email,correction_note
,,Berufsschule für Fahrzeugtechnik,Berufsschule für Fahrzeugtechnik,,,Scheydgasse 40,Wien,,1210,Wien,AUSTRIA,,,berufsschulen_wien_8_25-08-2020,,,office.921015@schule.wien.gv.at,"Phone: +4315991695735, Fax: +431599169995735",,,,,,,,,,,,
,,Berufsschule für Gartenbau und Floristik,Berufsschule für Gartenbau und Floristik,,,Donizettiweg 31,Wien,,1220,Wien,AUSTRIA,,,berufsschulen_wien_9_25-08-2020,,,office.922025@schule.wien.gv.at,"Phone: +4315991695860, Fax: +431599169995860",,,,,,,,,,,,
,,Berufsschule für Gastgewerbe,Berufsschule für Gastgewerbe,,,Längenfeldgasse 13-15,Wien,,1120,Wien,AUSTRIA,,,berufsschulen_wien_10_25-08-2020,,,office.912045@schule.wien.gv.at,"Phone: +4315991695353, Fax: +431599167956",,,,,,,,,,,,
,,Berufsschule für Handel und Reisen,Berufsschule für Handel und Reisen,,,Hütteldorfer Straße 7-17,Wien,,1150,Wien,AUSTRIA,,,berufsschulen_wien_11_25-08-2020,,,office.915075@schule.wien.gv.at,"Phone: +4315991695222, Fax: +431599169995222",,,,,,,,,,,,
,,"Berufsschule für Holz, Klang, Farbe und Lack","Berufsschule für Holz, Klang, Farbe und Lack",,,Hütteldorfer Straße 7-17,Wien,,1150,Wien,AUSTRIA,,,berufsschulen_wien_12_25-08-2020,,,office.915045@schule.wien.gv.at,"Phone: +4315991695262, Fax: +431599169995261",,,,,,,,,,,,
,,"Berufsschule für Industrie, Finanzen und Transport","Berufsschule für Industrie, Finanzen und Transport",,,Längenfeldgasse 13-15,Wien,,1120,Wien,AUSTRIA,,,berufsschulen_wien_13_25-08-2020,,,office.912065@schule.wien.gv.at,"Phone: +4315991695360, Fax: +431599169995360",,,,,,,,,,,,
,,"Berufsschule für Lebensmittel, Touristik und Zahntechnik","Berufsschule für Lebensmittel, Touristik und Zahntechnik",,,Längenfeldgasse 13-15,Wien,,1120,Wien,AUSTRIA,,,berufsschulen_wien_14_25-08-2020,,,direktion@bsltz.at,"Phone: +4315991695341, Fax: +431599169995340",,,,,,,,,,,,
,,"Berufsschule für Maschinen-, Fertigungstechnik und Elektronik","Berufsschule für Maschinen-, Fertigungstechnik und Elektronik",,,Apollogasse 1,Wien,,1070,Wien,AUSTRIA,,,berufsschulen_wien_15_25-08-2020,,,office@bs-mfe.at,"Phone: +4315991695561, Fax: +431599169995561",,,,,,,,,,,,
,,"Berufsschule für Metalltechnik, Glasbautechnik und Technische Zeichner","Berufsschule für Metalltechnik, Glasbautechnik und Technische Zeichner",,,Mollardgasse 87,Wien,,1060,Wien,AUSTRIA,,,berufsschulen_wien_16_25-08-2020,,,office.906125@schule.wien.gv.at,"Phone: +4315991695620, Fax: +431599169995620",,,,,,,,,,,,
,,Berufsschule für Reinigungstechnik,Berufsschule für Reinigungstechnik der Gebäudereinigungsakademie der Wiener Gebäudereiniger SchulungsGmbH,,,"Eduard-Kittenberger-Gasse 56, Objekt 8/1+1A",Wien,,1230,Wien,AUSTRIA,,,berufsschulen_wien_17_25-08-2020,,,office@grag.at,"Phone: +4318655505, Fax: ",,,,,,,,,,,,
,,"Berufsschule für Sanitär-, Heizungs- und Klimatechnik","Berufsschule für Sanitär-, Heizungs- und Klimatechnik",,,Mollardgasse 87,Wien,,1060,Wien,AUSTRIA,,,berufsschulen_wien_18_25-08-2020,,,direktion@sht-wien.com,"Phone: +4315991695670, Fax: +431599169995670",,,,,,,,,,,,
,,Berufsschule für Schönheitsberufe,Berufsschule für Schönheitsberufe,,,Goldschlagstraße 137,Wien,,1140,Wien,AUSTRIA,,,berufsschulen_wien_19_25-08-2020,,,office.914015@schule.wien.gv.at,"Phone: +4315991695805, Fax: +431599169995800",,,,,,,,,,,,
,,Berufsschule für Verwaltungsberufe,Berufsschule für Verwaltungsberufe,,,Embelgasse 46,Wien,,1050,Wien,AUSTRIA,,,berufsschulen_wien_20_25-08-2020,,,christian.sevcik@bildung-wien.gv.at,"Phone: +4315991695931, Fax: +431599169995935",,,,,,,,,,,,
,,Obdach Wien,Obdach Wien gemeinnützige GmbH,,,Guglgasse 7-9,Wien,,1030,Wien,AUSTRIA,,,wien_wien_1_19-08-2020,,,obdach.wien@fsw.at,"Phone: +4350537940010, Fax: ",,,,,,,,,,,,
,,AWZ Soziales Wien,AWZ Soziales Wien GmbH,,,Schlachthausgasse 37,Wien,,1030,Wien,AUSTRIA,,,wien_wien_2_19-08-2020,,,office@awz-wien.at,"Phone: +4350537970140, Fax: ",,,,,,,,,,,,
,,Fonds Soziales Wien,Fonds Soziales Wien,,,Guglgasse 7-9,Wien,,1030,Wien,AUSTRIA,,,wien_wien_3_19-08-2020,,,post@fsw.at,"Phone: +43505379, Fax: +435053798910099",,,,,,,,,,,,
,,FSW - Wiener Pflege- und Betreuungsdienste,FSW - Wiener Pflege- und Betreuungsdienste GmbH - Mobile Hauskrankenpflege - Fonds Soziales Wien (FSW),,,Guglgasse 7-9 / Stiege A / 2. Stock,Wien,,1030,Wien,AUSTRIA,,,wien_wien_4_19-08-2020,,,mob.hkp.ak@fsw.at,"Phone: +4312452430300, Fax: ",,,,,,,,,,,,
,,Sucht- und Drogenkoordination Wien,Sucht- und Drogenkoordination Wien gemeinnützige GmbH,,,Modecenterstraße 14/A/2,Wien,,1030,Wien,AUSTRIA,,,wien_wien_5_19-08-2020,,,office@sd-wien.at,"Phone: +431400087375, Fax: +431400087340",,,,,,,,,,,,
,,Suchthilfe Wien,Suchthilfe Wien gemeinnützige GmbH,,,Gumpendorfer Gürtel 8,Wien,,1080,Wien,AUSTRIA,,,wien_wien_6_19-08-2020,,,office@suchthilfe.at,"Phone: +431400053600, Fax: +431400053699",,,,,,,,,,,,
,,Vereinigte Bühnen Wien,Vereinigte Bühnen Wien Ges.m.b.H.,,,Linke Wienzeile 6,Wien,,1060,Wien,AUSTRIA,,,wien_wien_7_19-08-2020,,,info@vbw.at,"Phone: +431588301010, Fax: +43158830991010",,,,,,,,,,,,
,,Wiener Gesundheitsfonds,Wiener Gesundheitsfonds,,,Brigittenauer Lände 50-54,Wien,,1200,Wien,AUSTRIA,,,wien_wien_8_19-08-2020,,,wiener.gesundheitsfonds@wien.gv.at,"Phone: +431400084200, Fax: +43140009984200",,,,,,,,,,,,
,,Wiener Gesundheitsförderung,Wiener Gesundheitsförderung gemeinnützige GmbH,,,Treustraße 35 – 43,Wien,,1200,Wien,AUSTRIA,,,wien_wien_9_19-08-2020,,,office@wig.or.at,"Phone: +431400076905, Fax: +4340009976905",,,,,,,,,,,,
,,Wiener Gesundheitsverbund,Stadt Wien – Wiener Gesundheitsverbund,,,Thomas-Klestil-Platz 7/1,Wien,,1030,Wien,AUSTRIA,,,wien_wien_10_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431404090, Fax: +431404099967480",,,,,,,,,,,,
,,Wirtschaftsagentur Wien,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,,,Mariahilfer Straße 20,Wien,,1070,Wien,AUSTRIA,,,wien_wien_11_19-08-2020,,,info@wirtschaftsagentur.at,"Phone: +43125200, Fax: +43125200153",,,,,,,,,,,,
,,Bestattung Wien,Bestattung Wien GmbH,,,Simmeringer Hauptstrasse 339,Wien,,1110,Wien,AUSTRIA,,,wien_wien_12_19-08-2020,,,office@bestattungwien.at,"Phone: +431501950, Fax: +4315019528509",,,,,,,,,,,,
,,Friedhöfe Wien,Friedhöfe Wien GmbH,,,Simmeringer Hauptstrasse 339,Wien,,1110,Wien,AUSTRIA,,,wien_wien_13_19-08-2020,,,post@friedhoefewien.at,"Phone: +431534690, Fax: ",,,,,,,,,,,,
,,Wiener Wohnen,Stadt Wien - Wiener Wohnen,,,Rosa-Fischer-Gasse 2,Wien,,1030,Wien,AUSTRIA,,,wien_wien_14_19-08-2020,,,post@wrw.wien.gv.at,"Phone: +435757575, Fax: ",,,,,,,,,,,,
,,Wien Kanal,Wien Kanal (WKN),,,"Modecenterstraße 14, Block C",Wien,,1030,Wien,AUSTRIA,,,wien_wien_15_19-08-2020,,,post@wkn.wien.gv.at,"Phone: +43140008030, Fax: ",,,,,,,,,,,,
,,W24,WH Media GmbH,,,Renngasse 5 / Top 4,Wien,,1010,Wien,AUSTRIA,,,wien_wien_16_19-08-2020,,,office@w24.at,"Phone: +4313683424, Fax: ",,,,,,,,,,,,
,,Wien Energie,Wien Energie GmbH,,,Thomas-Klestil-Platz 14,Wien,,1030,Wien,AUSTRIA,,,wien_wien_17_19-08-2020,,,office@wienenergie.at,"Phone: +43140040, Fax: ",,,,,,,,,,,,
,,Wien Holding,Wien Holding GmbH,,,Universitätsstraße 11,Wien,,1010,Wien,AUSTRIA,,,wien_wien_18_19-08-2020,,,office@wienholding.at,"Phone: +43140825690, Fax: +431408256937",,,,,,,,,,,,
,,Wiener Stadtwerke,WIENER STADTWERKE GMBH,,,Thomas-Klestil-Platz 13,Wien,,1030,Wien,AUSTRIA,,,wien_wien_19_19-08-2020,,,contact@wienerstadtwerke.at,"Phone: +431531230, Fax: ",,,,,,,,,,,,
,,WienIT,WienIT EDV Dienstleistungsgesellschaft mbH & Co KG,,,Thomas-Klestil-Platz 13,Wien,,1030,Wien,AUSTRIA,,,wien_wien_20_19-08-2020,,,office@wienit.at,"Phone: +435904050, Fax: ",,,,,,,,,,,,
,,WIPARK,WIPARK Garagen GmbH,,,Thomas-Klestil-Platz 13,Wien,,1030,Wien,AUSTRIA,,,wien_wien_21_19-08-2020,,,office@wipark.at,"Phone: +4316003022, Fax: +431600302248199",,,,,,,,,,,,
,,Bildungsdirektion für Wien,Bildungsdirektion für Wien,,,Wipplingerstraße 28,Wien,,1010,Wien,AUSTRIA,,,wien_wien_22_19-08-2020,,,office@ssr-wien.gv.at,"Phone: +431525250, Fax: ",,,,,,,,,,,,
,,Landespolizeidirektion Wien,Landespolizeidirektion Wien,,,Schottenring 7-9,Wien,,1010,Wien,AUSTRIA,,,wien_wien_23_19-08-2020,,,LPD-W@polizei.gv.at,"Phone: +431313100, Fax: +4313131072119",,,,,,,,,,,,
,,AKH Wien,Allgemeines Krankenhaus der Stadt Wien,,,Währinger Gürtel 18-20,Wien,,1090,Wien,AUSTRIA,,,wien_wien_24_19-08-2020,,,postakhint@akhwien.at,"Phone: +431404000, Fax: +4314040912120",,,,,,,,,,,,
,,Klinik Landstraße,Klinik Landstraße,,,Juchgasse 25,Wien,,1030,Wien,AUSTRIA,,,wien_wien_25_19-08-2020,,,kla.post@gesundheitsverbund.at,"Phone: +43171165, Fax: +431711651009",,,,,,,,,,,,
,,Klinik Hietzing,Klinik Hietzing,,,Wolkersbergenstraße 1,Wien,,1130,Wien,AUSTRIA,,,wien_wien_26_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431801100, Fax: ",,,,,,,,,,,,
,,Klinik Penzing,Klinik Penzing,,,Baumgartner Höhe 1,Wien,,1140,Wien,AUSTRIA,,,wien_wien_27_19-08-2020,,,kpe@gesundheitsverbund.at,"Phone: +431910600, Fax: +4319106011309",,,,,,,,,,,,
,,SMZ Floridsdorf,Sozialmedizinisches Zentrum Floridsdorf,,,Bentheimstraße 5,Wien,,1210,Wien,AUSTRIA,,,wien_wien_28_19-08-2020,,,post.gzf@wienkav.at,"Phone: +43127522, Fax: +431275228009",,,,,,,,,,,,
,,Klinik Donaustadt,Klinik Donaustadt,,,Langobardenstraße 122,Wien,,1220,Wien,AUSTRIA,,,wien_wien_29_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431288020, Fax: +431288022050",,,,,,,,,,,,
,,Klinik Favoriten,Klinik Favoriten,,,Kundratstraße 3,Wien,,1100,Wien,AUSTRIA,,,wien_wien_30_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431601910, Fax: ",,,,,,,,,,,,
,,Therapiezentrum Ybbs,Therapiezentrum Ybbs,,,Persenbeugerstraße 1-3,Ybbs an der Donau,,3370,Niederösterreich,AUSTRIA,,,wien_wien_31_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +437412551000, Fax: ",,,,,,,,,,,,
,,Wilhelminenspital,Wilhelminenspital,,,Montleartstraße 37,Wien,,1160,Wien,AUSTRIA,,,wien_wien_32_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431491500, Fax: ",,,,,,,,,,,,
,,Wirtschaftskammer Wien,Wirtschaftskammer Wien,,,Straße der Wiener Wirtschaft 1,Wien,,1020,Wien,AUSTRIA,,,wien_wien_33_19-08-2020,,,info@wkw.at,"Phone: +431514500, Fax: ",,,,,,,,,,,,
,,Rechtanswaltskammer Wien,Rechtanswaltskammer Wien,,,Ertlgasse 2,Wien,,1010,Wien,AUSTRIA,,,wien_wien_34_18-08-2020,,,kanzlei@rakwien.at,"Phone: +43153327180, Fax: +431533271844",,,,,,,,,,,,
,,Landeszahnärztekammer Wien,Landeszahnärztekammer Wien,,,Kohlmarkt 11/6,Wien,,1010,Wien,AUSTRIA,,,wien_wien_35_18-08-2020,,,office@wr.zahnaerztekammer.at,"Phone: +43505111000, Fax: +43505111014",,,,,,,,,,,,
,,"Notariatskammer für Wien, Niederösterreich und Burgenland","Notariatskammer für Wien, Niederösterreich und Burgenland ",,,Landesgerichtsstraße 20,Wien,,1010,Wien,AUSTRIA,,,wien_wien_36_18-08-2020,,,kammer-wnb@notar.or.at,"Phone: +43140245090, Fax: +4314063475",,,,,,,,,,,,
,,Ärztekammer Wien,Ärztekammer Wien,,,Weihburggasse 10-12,Wien,,1010,Wien,AUSTRIA,,,wien_wien_37_18-08-2020,,,aekwien@aekwien.at,"Phone: +431515010, Fax: +431515011209",,,,,,,,,,,,
,,Apothekerkammer Wien,Apothekerkammer Wien,,,Spitalgasse 31,Wien Postfach,,1091,Wien,AUSTRIA,,,wien_wien_38_18-08-2020,,,wien@apothekerkammer.at,"Phone: +43140414152, Fax: +4314088283",,,,,,,,,,,,
,,Arbeiterkammer Wien,Kammer für Arbeiter und Angestellte für Wien,,,Prinz-Eugen-Straße 20-22,Wien,,1040,Wien,AUSTRIA,,,wien_wien_39_18-08-2020,,,akmailbox@akwien.at,"Phone: +431501650, Fax: ",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Wien,Kammer der Steuerberater und Wirtschaftsprüfer Wien,,,Schönbrunnerstraße 222-228/1/6/2,Wien,,1120,Wien,AUSTRIA,,,wien_wien_40_18-08-2020,,,office@ksw.or.at,"Phone: +431811730, Fax: +43181173100",,,,,,,,,,,,
,,"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",,,Karlsgasse 9/1,Wien,,1040,Wien,AUSTRIA,,,wien_wien_41_18-08-2020,,,kammer@arching.at,"Phone: +4315051781, Fax: +4315051005",,,,,,,,,,,,
,,Klinik Floridsdorf,Klinik Floridsdorf,,,Brünner Straße 68,Wien,,1210,Wien,AUSTRIA,,,wien_wien_42_20-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431277000, Fax: ",,,,,,,,,,,,
,,KFA der Bediensteten der Stadt Wien,Krankenfürsorgeanstalt der Bediensteten der Stadt Wien,,,Schlesingerplatz 5,Wien Postfach,,1081,Wien,AUSTRIA,,,wien_wien_43_20-08-2020,,,generaldirektion@kfa.co.at,"Phone: +431404360, Fax: +43140436099",,,,,,,,,,,,
,,VHS Großfeldsiedlung,Volkshochschule Großfeldsiedlung,,,Kürschnergasse 9,Wien,,1210,Wien,AUSTRIA,,,volkshochschulen_wien_1_25-08-2020,,,grossfeldsiedlung@vhs.at,"Phone: +43189174121005, Fax: ",,,,,,,,,,,,
,,VHS Floridsdorf Pitkagasse,Volkshochschule Floridsdorf Pitkagasse,,,Pitkagasse 3,Wien,,1210,Wien,AUSTRIA,,,volkshochschulen_wien_2_25-08-2020,,,pitkagasse@vhs.at,"Phone: +43189174121001, Fax: ",,,,,,,,,,,,
,,VHS Donaustadt,Volkshochschule Donaustadt,,,Bernoullistraße 1,Wien,,1220,Wien,AUSTRIA,,,volkshochschulen_wien_3_25-08-2020,,,donaustadt@vhs.at,"Phone: +43189174122000, Fax: ",,,,,,,,,,,,
,,VHS Eibengasse,Volkshochschule Eibengasse,,,Eibengasse 57,Wien,,1220,Wien,AUSTRIA,,,volkshochschulen_wien_4_25-08-2020,,,eibengasse@vhs.at,"Phone: +43189174122001, Fax: ",,,,,,,,,,,,
,,VHS Liesing,Volkshochschule Liesing,,,Liesinger Platz 2,Wien,,1230,Wien,AUSTRIA,,,volkshochschulen_wien_5_25-08-2020,,,liesing@vhs.at,"Phone: +43189174123000, Fax: ",,,,,,,,,,,,
,,VHS Erlaa,Volkshochschule Erlaa,,,Putzendoplergasse 4,Wien,,1230,Wien,AUSTRIA,,,volkshochschulen_wien_6_25-08-2020,,,erlaa@vhs.at,"Phone: +43189174123002, Fax: ",,,,,,,,,,,,
,,VHS BG Alt-Erlaa,Volkshochschule BG Alt-Erlaa,,,Anton-Baumgartner-Straße 123,Wien,,1230,Wien,AUSTRIA,,,volkshochschulen_wien_7_25-08-2020,,,markus.rauscher@vhs.at,"Phone: +43189174123003, Fax: ",,,,,,,,,,,,
,,VHS Mauer,Volkshochschule Mauer,,,Speisingerstraße 256,Wien,,1230,Wien,AUSTRIA,,,volkshochschulen_wien_8_25-08-2020,,,mauer@vhs.at,"Phone: +43189174123001, Fax: ",,,,,,,,,,,,
,,Urania Sternwarte,Urania Sternwarte,,,Uraniastraße 1,Wien,,1010,Wien,AUSTRIA,,,volkshochschulen_wien_9_25-08-2020,,,sternwarten@vhs.at,"Phone: +43189174150000, Fax: ",,,,,,,,,,,,
,,Planetarium Wien,Planetarium Wien,,,Oswald-Thomas-Platz 1,Wien,,1020,Wien,AUSTRIA,,,volkshochschulen_wien_10_25-08-2020,,,sternwarten@vhs.at,"Phone: +43189174150000, Fax: ",,,,,,,,,,,,
,,Kuffner Sternwarte,Kuffner Sternwarte,,,Johann-Staud-Straße 10,Wien,,1160,Wien,AUSTRIA,,,volkshochschulen_wien_11_25-08-2020,,,sternwarten@vhs.at,"Phone: +43189174150000, Fax: ",,,,,,,,,,,,
,,"""die umweltberatung"" Wien","""die umweltberatung"" Wien",,,Buchengasse 77/4. Stock,Wien,,1100,Wien,AUSTRIA,,,volkshochschulen_wien_12_25-08-2020,,,service@umweltberatung.at,"Phone: +43180332320, Fax: ",,,,,,,,,,,,
,,D.R.Z  Demontage- und Recycling-Zentrum,D.R.Z  Demontage- und Recycling-Zentrum,,,Vogtgasse 29,Wien,,1140,Wien,AUSTRIA,,,volkshochschulen_wien_13_25-08-2020,,,drz@vhs.at,"Phone: +43189174155000, Fax: ",,,,,,,,,,,,
,,Jüdisches Institut für Erwachsenenbildung,Jüdisches Institut für Erwachsenenbildung,,,Praterstern 1,Wien,,1020,Wien,AUSTRIA,,,volkshochschulen_wien_14_25-08-2020,,,jife@vhs.at,"Phone: +43189174153000, Fax: ",,,,,,,,,,,,
,,Österreichisches Volkshochschularchiv,Österreichisches Volkshochschularchiv,,,Kürschnergasse 9,Wien,,1210,Wien,AUSTRIA,,,volkshochschulen_wien_15_25-08-2020,,,archiv@vhs.at,"Phone: +43189174156000, Fax: ",,,,,,,,,,,,
,,VHS Heiligenstadt,Volkshochschule Heiligenstadt,,,Heiligenstädter Straße 155,Wien,,1190,Wien,AUSTRIA,,,volkshochschulen_wien_16_25-08-2020,,,heiligenstadt@vhs.at,"Phone: +43189174109100, Fax: ",,,,,,,,,,,,
,,VHS Favoriten,Volkshochschule Favoriten,,,Arthaberplatz 18,Wien,,1100,Wien,AUSTRIA,,,volkshochschulen_wien_17_25-08-2020,,,favoriten@vhs.at,"Phone: +43189174110000, Fax: ",,,,,,,,,,,,
,,VHS PAHO,Volkshochschule PAHO,,,Ada-Christen-Gasse 2/B,Wien,,1100,Wien,AUSTRIA,,,volkshochschulen_wien_18_25-08-2020,,,paho@vhs.at,"Phone: +43189174110001, Fax: ",,,,,,,,,,,,
,,VHS Leberberg,Volkshochschule Leberberg,,,Rosa-Jochmann-Ring 5/2,Wien,,1110,Wien,AUSTRIA,,,volkshochschulen_wien_19_25-08-2020,,,simmering@vhs.at,"Phone: +43189174111001, Fax: ",,,,,,,,,,,,
,,VHS Meidling,Volkshochschule Meidling,,,Längenfeldgasse 13-15,Wien,,1120,Wien,AUSTRIA,,,volkshochschulen_wien_20_25-08-2020,,,meidling@vhs.at,"Phone: +43189174112000, Fax: ",,,,,,,,,,,,
,,VHS Schönbrunner Straße,Volkshochschule Schönbrunner Straße,,,Schönbrunner Straße 213-215/1,Wien,,1120,Wien,AUSTRIA,,,volkshochschulen_wien_21_25-08-2020,,,schoenbrunnerstrasse@vhs.at,"Phone: +43189174112001, Fax: ",,,,,,,,,,,,
,,VHS Hietzing,Volkshochschule Hietzing,,,Hofwiesengasse 48,Wien,,1130,Wien,AUSTRIA,,,volkshochschulen_wien_22_25-08-2020,,,hietzing@vhs.at,"Phone: +43189174113000, Fax: ",,,,,,,,,,,,
,,VHS Penzing,Volkshochschule Penzing,,,Hütteldorfer Straße 112,Wien,,1140,Wien,AUSTRIA,,,volkshochschulen_wien_23_25-08-2020,,,penzing@vhs.at,"Phone: +43189174114000, Fax: ",,,,,,,,,,,,
,,VHS Rudolfsheim-Fünfhaus,Volkshochschule Rudolfsheim-Fünfhaus,,,Schwendergasse 41,Wien,,1150,Wien,AUSTRIA,,,volkshochschulen_wien_24_25-08-2020,,,office.rudolfsheim@vhs.at,"Phone: +43189174115000, Fax: ",,,,,,,,,,,,
,,VHS Ottakring,Volkshochschule Ottakring,,,Ludo-Hartmann-Platz 7,Wien,,1160,Wien,AUSTRIA,,,volkshochschulen_wien_25_25-08-2020,,,ottakring@vhs.at,"Phone: +43189174116000, Fax: ",,,,,,,,,,,,
,,VHS Hernals,Volkshochschule Hernals,,,Rötzergasse 15,Wien,,1170,Wien,AUSTRIA,,,volkshochschulen_wien_26_25-08-2020,,,hernals@vhs.at,"Phone: +43189174117000, Fax: ",,,,,,,,,,,,
,,VHS Brigittenau,Volkshochschule Brigittenau,,,Raffaelgasse 11-13,Wien,,1200,Wien,AUSTRIA,,,volkshochschulen_wien_27_25-08-2020,,,brigittenau@vhs.at,"Phone: +43189174120000, Fax: ",,,,,,,,,,,,
,,VHS Floridsdorf,Volkshochschule Floridsdorf,,,Angerer Straße 14,Wien,,1210,Wien,AUSTRIA,,,volkshochschulen_wien_28_25-08-2020,,,floridsdorf@vhs.at,"Phone: +43189174121000, Fax: ",,,,,,,,,,,,
,,VHS Neu-Stammersdorf,Volkshochschule Neu-Stammersdorf,,,Brünner Straße 219,Wien,,1210,Wien,AUSTRIA,,,volkshochschulen_wien_29_25-08-2020,,,neustammersdorf@vhs.at,"Phone: +43189174121004, Fax: ",,,,,,,,,,,,
,,VHS Großjedlersdorf,Volkshochschule Großjedlersdorf,,,Siemensstraße 17,Wien,,1210,Wien,AUSTRIA,,,volkshochschulen_wien_30_25-08-2020,,,grossjedlersdorf@vhs.at,"Phone: +43189174121006, Fax: ",,,,,,,,,,,,
,,IKH Institut für Kindergarten- und Hortpädagogik,IKH Institut für Kindergarten- und Hortpädagogik,,,Raffaelgasse 11-13,Wien,,1220,Wien,AUSTRIA,,,volkshochschulen_wien_31_25-08-2020,,,brigittenau@vhs.at,"Phone: +43189174120000, Fax: ",,,,,,,,,,,,
,,VHS KunstHandWerk,Volkshochschule KunstHandWerk,,,Schlossgasse 23,Wien,,1050,Wien,AUSTRIA,,,volkshochschulen_wien_32_25-08-2020,,,polycollege@vhs.at,"Phone: +43189174105000, Fax: ",,,,,,,,,,,,
,,Film und Medien Zentrum Margareten,Film und Medien Zentrum Margareten,,,Johannagasse 2,Wien,,1050,Wien,AUSTRIA,,,volkshochschulen_wien_33_25-08-2020,,,medienzentrum@vhs.at,"Phone: +43189174105002, Fax: ",,,,,,,,,,,,
,,VHS Simmering,Volkshochschule Simmering,,,Gottschalkgasse 10,Wien,,1110,Wien,AUSTRIA,,,volkshochschulen_wien_34_25-08-2020,,,simmering@vhs.at,"Phone: +43189174111000, Fax: ",,,,,,,,,,,,
,,VHS Urania,Volkshochschule Urania,,,Uraniastraße 1,Wien,,1010,Wien,AUSTRIA,,,volkshochschulen_wien_35_25-08-2020,,,urania@vhs.at,"Phone: +43189174101000, Fax: ",,,,,,,,,,,,
,,VHS Landstraße,Volkshochschule Landstraße,,,Hainburgerstraße 29,Wien,,1030,Wien,AUSTRIA,,,volkshochschulen_wien_36_25-08-2020,,,landstrasse@vhs.at,"Phone: +43189174103000, Fax: ",,,,,,,,,,,,
,,VHS polycollege Margareten - Wieden,Volkshochschule polycollege Margareten - Wieden,,,Stöbergasse 11-15,Wien,,1050,Wien,AUSTRIA,,,volkshochschulen_wien_37_25-08-2020,,,polycollege@vhs.at,"Phone: +43189174105000, Fax: ",,,,,,,,,,,,
,,VHS polycollege Siebenbrunnengasse,Volkshochschule polycollege Siebenbrunnengasse,,,Siebenbrunnengasse 37,Wien,,1050,Wien,AUSTRIA,,,volkshochschulen_wien_38_25-08-2020,,,siebenbrunnengasse@vhs.at,"Phone: +43189174105001, Fax: ",,,,,,,,,,,,
,,VHS polycollege Johannagasse,Volkshochschule polycollege Johannagasse,,,Johannagasse 2,Wien,,1050,Wien,AUSTRIA,,,volkshochschulen_wien_39_25-08-2020,,,johannagasse@vhs.at,"Phone: +43189174105002, Fax: ",,,,,,,,,,,,
,,VHS polycollege Wieden,Volkshochschule polycollege Wieden,,,Danhausergasse 1,Wien,,1040,Wien,AUSTRIA,,,volkshochschulen_wien_40_25-08-2020,,,wieden@vhs.at,"Phone: +43189174105003, Fax: ",,,,,,,,,,,,
,,VHS polycollege Schlossgasse,Volkshochschule polycollege Schlossgasse,,,Schlossgasse 23,Wien,,1050,Wien,AUSTRIA,,,volkshochschulen_wien_41_25-08-2020,,,schlossgasse@vhs.at,"Phone: +43189174105004, Fax: ",,,,,,,,,,,,
,,VHS Mariahilf,Volkshochschule Mariahilf,,,Damböckgasse 4,Wien,,1060,Wien,AUSTRIA,,,volkshochschulen_wien_42_25-08-2020,,,mariahilf@vhs.at,"Phone: +43189174106000, Fax: ",,,,,,,,,,,,
,,VHS Josefstadt,Volkshochschule Josefstadt,,,Schmidgasse 18,Wien,,1080,Wien,AUSTRIA,,,volkshochschulen_wien_43_25-08-2020,,,josefstadt@vhs.at,"Phone: +43189174106001, Fax: ",,,,,,,,,,,,
,,Die Kunst VHS,Die Kunst Volkshochschule,,,Lazarettgasse 27,Wien,,1090,Wien,AUSTRIA,,,volkshochschulen_wien_44_25-08-2020,,,kvh@vhs.at,"Phone: +43189174154000, Fax: ",,,,,,,,,,,,
,,VHS Alsergrund,Volkshochschule Alsergrund,,,Galileigasse 8,Wien,,1090,Wien,AUSTRIA,,,volkshochschulen_wien_45_25-08-2020,,,alsergrund@vhs.at,"Phone: +43189174109000, Fax: ",,,,,,,,,,,,
,,VHS Döbling,Volkshochschule Döbling,,,Gatterburggasse 2a,Wien,,1190,Wien,AUSTRIA,,,volkshochschulen_wien_46_25-08-2020,,,doebling@vhs.at,"Phone: +43189174109002, Fax: ",,,,,,,,,,,,
,,MA 01 - Wien Digital,Magistratsabteilung 01 - Wien Digital,,,Stadlauer Straße 54-56,Wien,,1220,Wien,AUSTRIA,,,magistratsabteilungen_wien_1_19-08-2020,,,post@ma01.wien.gv.at,"Phone: , Fax: +43140009971019",,,,,,,,,,,,
