Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Ebene,E-Mail,Tel,Fax,Pruefung
LBS Bludenz,Landesberufsschule Bludenz,Bildung,Berufsschule,Unterfeldstraße 27,6700,Bludenz,Vorarlberg,sekretariat@lbsbl1.snv.at,+435552627700,+43555262770069,12.09.2020
LBS Bregenz 1,Landesberufsschule Bregenz 1,Bildung,Berufsschule,Feldweg 25,6900,Bregenz,Vorarlberg,direktion@lbsbr1.snv.at,+435574702309,+4355747023016,12.09.2020
LBS Bregenz 2,Landesberufsschule Bregenz 2,Bildung,Berufsschule,Feldweg 25,6900,Bregenz,Vorarlberg,sekretariat@lbsbr2.snv.at,+435574711659,+4355747116517,12.09.2020
LBS Bregenz 3,Landesberufsschule Bregenz 3,Bildung,Berufsschule,Feldweg 23,6900,Bregenz,Vorarlberg,direktion@lbsbr3.snv.at,+4355747118132311,+4355747118132302,12.09.2020
LBS Dornbirn 1,Landesberufschule Dornbirn 1,Bildung,Berufsschule,Eisengasse 38a,6850,Dornbirn,Vorarlberg,sekretariat@lbsdo1.snv.at,+43557224318,+4355722431870,12.09.2020
LBS Dornbirn 2,Landesberufschule Dornbirn 2,Bildung,Berufsschule,Eisplatzgasse 5,6850,Dornbirn,Vorarlberg,direktion@lbsdo2.snv.at,+43557224317,+4355722431780,12.09.2020
LBS Feldkirch,Landesberufsschule Feldkirch,Bildung,Berufsschule,Rebbergasse 32,6800,Feldkirch,Vorarlberg,sekretariat@lbsfe1.snv.at,+43552272029,+435522720297,12.09.2020
LBS Lochau,Landesberufsschule Lochau,Bildung,Berufsschule,Althofenweg 1,6911,Lochau,Vorarlberg,direktion@lbslo1.snv.at,+43557442906,+4355744290629,12.09.2020
FH Vorarlberg,Fachhochschule Vorarlberg GmbH,Bildung,Fachhochschule,Hochschulstraße 1,6850,Dornbirn,Vorarlberg,info@fhv.at,+435572792,+4355727929500,24.08.2020
PH Vorarlberg,Pädagogische Hochschule Vorarlberg,Bildung,Pädagogische Hochschule,Liechtensteinerstraße 33-37,6800,Feldkirch,Vorarlberg,office@ph-vorarlberg.ac.at,+43552231199500,+43552231199550,24.08.2020
Landespolizeidirektion Vorarlberg,Amt der Vorarlberger Landesregierung,Infrastruktur,Polizei,Bahnhofstraße 45,6900,Bregenz,Vorarlberg,LPD-V@polizei.gv.at,+4359133800,+4359133801009,19.08.2020
Apothekerkammer Vorarlberg,Apothekerkammer Vorarlberg,Interessensvertretung,Kammer,Bergstraße 8,6900,Bregenz,Vorarlberg,vorarlberg@apothekerkammer.at,+43557443038,+4314028602956,18.08.2020
Arbeiterkammer Vorarlberg,Kammer für Arbeiter und Angestellte für Vorarlberg,Interessensvertretung,Kammer,Widnau 2-4,6800,Feldkirch,Vorarlberg,mailbox@ak-vorarlberg.at,+43502580,,18.08.2020
Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,Interessensvertretung,Kammer,Schillerstraße 22,6890,Lustenau,Vorarlberg,vorarlberg@ksw.or.at,+4355778262810,+4355778262813,18.08.2020
Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Interessensvertretung,Kammer,Rennweg 1,6020,Innsbruck,Vorarlberg,arch.ing.office@kammerwest.at,+43512588335,+435125883356,18.08.2020
Landarbeiterkammer Vorarlberg,Landarbeiterkammer Vorarlberg,Interessensvertretung,Kammer,Montfortstraße 9,6900,Bregenz,Vorarlberg,dienstnehmer@lk-vbg.at,+435574400770,+435574400600,18.08.2020
Landeszahnärztekammer Vorarlberg,Landeszahnärztekammer Vorarlberg,Interessensvertretung,Kammer,Rösslepark 1,6800,Feldkirch,Vorarlberg,office@vlbg.zahnaerztekammer.at,+43505116800,+43505116804,18.08.2020
Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,Interessensvertretung,Kammer,Maximilianstraße 3,6010,Innsbruck,Vorarlberg,Notariatskammer@nktv.at,+43512564141,+4351256414150,18.08.2020
Rechtanswaltskammer Vorarlberg,Rechtanswaltskammer Vorarlberg,Interessensvertretung,Kammer,Marktplatz 11,6800,Feldkirch,Vorarlberg,kammer@rechtsanwaelte-vorarlberg.at,+43552271122,+4355227112211,18.08.2020
Wirtschaftskammer Vorarlberg,Wirtschaftskammer Vorarlberg,Interessensvertretung,Kammer,Wichnergasse 9,6800,Feldkirch,Vorarlberg,info@wkv.at,+435522305,+435522305100,18.08.2020
Ärztekammer Vorarlberg,Ärztekammer Vorarlberg,Interessensvertretung,Kammer,Schulgasse 17,6850,Dornbirn,Vorarlberg,aek@aekvbg.at,+43557221900,+4355722190043,18.08.2020
Die Grünen,Die Grünen – Grüne Alternative Vorarlberg,Interessensvertretung,Partei,Deuringstraße 3,6900,Bregenz,Vorarlberg,vorarlberg@gruene.at,+43557447488,+4355744748810,19.09.2020
FPÖ,Vorarlberger Freiheitliche – FPÖ,Interessensvertretung,Partei,Arlbergstraße 79,6900,Bregenz,Vorarlberg,geschaeftsstelle@vfreiheitliche.at,+435574464450,+4355744644575,19.09.2020
NEOS,NEOS – Das Neue Österreich und Liberales Forum,Interessensvertretung,Partei,Färbergasse 15/Haus J,6850,Dornbirn,Vorarlberg,vorarlberg@neos.eu,+435572408174,,19.09.2020
SPÖ,SPÖ Vorarlberg,Interessensvertretung,Partei,St. Anna Straße 1,6900,Bregenz,Vorarlberg,laendle@spoe.at,,,19.09.2020
ÖVP,Vorarlberger Volkspartei,Interessensvertretung,Partei,Römerstraße 12,6900,Bregenz,Vorarlberg,vorarlberger@volkspartei.at,+43557449070,,19.09.2020
Amt der Vorarlberger Landesregierung,Amt der Vorarlberger Landesregierung,Landesbehörde,Administration,Römerstraße 15,6901,Bregenz Postfach,Vorarlberg,land@vorarlberg.at,+4355745110,+435574511920095,19.08.2020
"MBA für den 1., 8. Bezirk","Magistratisches Bezirksamt für den 1., 8. Bezirk",Bezirksbehörde,Administration,Wipplingerstraße 6-8,1010,Wien,Wien,post@mba01.wien.gv.at,,+43140009901210,19.08.2020
MBA für den 10. Bezirk,Magistratisches Bezirksamt für den 10. Bezirk,Bezirksbehörde,Administration,Laxenburger Straße 43-45,1100,Wien,Wien,post@mba10.wien.gv.at,+431400010000,+43140009910220,19.08.2020
MBA für den 11. Bezirk,Magistratisches Bezirksamt für den 11. Bezirk,Bezirksbehörde,Administration,Enkplatz 2,1110,Wien,Wien,post@mba11.wien.gv.at,+431400011000,+43140009911220,19.08.2020
MBA für den 12. Bezirk,Magistratisches Bezirksamt für den 12. Bezirk,Bezirksbehörde,Administration,Schönbrunner Straße 259,1120,Wien,Wien,post@mba12.wien.gv.at,+431400012000,+43140009912220,19.08.2020
"MBA für den 13., 14. Bezirk","Magistratisches Bezirksamt für den 13., 14. Bezirk",Bezirksbehörde,Administration,Hietzinger Kai 1,1130,Wien,Wien,post@mba13.wien.gv.at,+431400013000,+43140009913220,19.08.2020
MBA für den 15. Bezirk,Magistratisches Bezirksamt für den 15. Bezirk,Bezirksbehörde,Administration,Gasgasse 8-10,1150,Wien,Wien,post@mba15.wien.gv.at,+431400015000,+43140009915220,19.08.2020
MBA für den 16. Bezirk,Magistratisches Bezirksamt für den 16. Bezirk,Bezirksbehörde,Administration,Richard-Wagner-Platz 19,1160,Wien,Wien,post@mba16.wien.gv.at,+431400016261,+43140009916220,19.08.2020
"MBA für den 18., 19. Bezirk","Magistratisches Bezirksamt für den 18., 19. Bezirk",Bezirksbehörde,Administration,Martinstraße 100,1180,Wien,Wien,post@mba18.wien.gv.at,+431400018000,+43140009918220,19.08.2020
"MBA für den 2., 20. Bezirk","Magistratisches Bezirksamt für den 2., 20. Bezirk",Bezirksbehörde,Administration,Brigittaplatz 10,1200,Wien,Wien,post@mba20.wien.gv.at,+431400002000,+43140009920220,19.08.2020
MBA für den 21. Bezirk,Magistratisches Bezirksamt für den 21. Bezirk,Bezirksbehörde,Administration,Am Spitz 1,1210,Wien,Wien,post@mba21.wien.gv.at,+431400021000,+43140009921220,19.08.2020
MBA für den 22. Bezirk,Magistratisches Bezirksamt für den 22. Bezirk,Bezirksbehörde,Administration,Schrödingerplatz 1,1220,Wien,Wien,post@mba22.wien.gv.at,+431400022000,+43140009922220,19.08.2020
MBA für den 23. Bezirk,Magistratisches Bezirksamt für den 23. Bezirk,Bezirksbehörde,Administration,Perchtoldsdorfer Straße 2,1230,Wien,Wien,post@mba23.wien.gv.at,+431400023000,+43140009923210,19.08.2020
MBA für den 3. Bezirk,Magistratisches Bezirksamt für den 3. Bezirk,Bezirksbehörde,Administration,Karl-Borromäus-Platz 3,1030,Wien,Wien,post@mba03.wien.gv.at,+431400003000,+43140009903210,19.08.2020
"MBA für den 4., 5. Bezirk","Magistratisches Bezirksamt für den 4., 5. Bezirk",Bezirksbehörde,Administration,Rechte Wienzeile 105,1050,Wien,Wien,post@mba04.wien.gv.at,+431400005000,+43140009905220,19.08.2020
"MBA für den 6., 7. Bezirk","Magistratisches Bezirksamt für den 6., 7. Bezirk",Bezirksbehörde,Administration,Hermanngasse 24-26,1070,Wien,Wien,post@mba06.wien.gv.at,+431400007000,+43140009907220,19.08.2020
Agentur für Qualitätssicherung und Akkreditierung Austria,Agentur für Qualitätssicherung und Akkreditierung Austria,Bildung,Behörde,Franz-Klein-Gasse 5,1190,Wien,Wien,office@aq.ac.at,+43153202200,+431532022099,24.08.2020
Bildungsdirektion für Wien,Bildungsdirektion für Wien,Bildung,Behörde,Wipplingerstraße 28,1010,Wien,Wien,office@ssr-wien.gv.at,+431525250,,19.08.2020
Berufsschule der SPAR AG,Berufsschule der SPAR österreichische Warenhandels-AG - Private Spar Akademie Wien,Bildung,Berufsschule,Hietzinger Hauptstraße 17,1130,Wien,Wien,spar.akademie@spar.at,+43187712565,,25.08.2020
Berufsschule für Baugewerbe,Berufsschule für Baugewerbe,Bildung,Berufsschule,Wagramer Straße 65,1220,Wien,Wien,office.922015@schule.wien.gv.at,+4315991696070,+4315991696080,25.08.2020
Berufsschule für Bürokaufleute,Berufsschule für Bürokaufleute,Bildung,Berufsschule,Meiselstraße 19,1150,Wien,Wien,office@bsbk.at,+4315991696011,+431599169996010,25.08.2020
"Berufsschule für Chemie, Grafik und gestaltende Berufe","Berufsschule für Chemie, Grafik und gestaltende Berufe",Bildung,Berufsschule,Hütteldorfer Straße 7-17,1150,Wien,Wien,kontakt@cgg.at,+4315991695212,+431599169995211,25.08.2020
Berufsschule für Einzelhandel,Berufsschule für Einzelhandel,Bildung,Berufsschule,Amalienstraße 31-33,1130,Wien,Wien,office.913025@schule.wien.gv.at,+4315991695041,+431599169995049,25.08.2020
"Berufsschule für Elektro-, Veranstaltungs- und Informationstechnik Austria","Berufsschule für Elektro-, Veranstaltungs- und Informationstechnik Austria",Bildung,Berufsschule,Mollardgasse 87,1060,Wien,Wien,office@bsevita.at,+4315991695630,+431599167256,25.08.2020
Berufsschule für Elektrotechnik und Mechatronik,Berufsschule für Elektrotechnik und Mechatronik,Bildung,Berufsschule,Mollardgasse 87,1060,Wien,Wien,office.906065@schule.wien.gv.at,+4315991695660,+431599169995660,25.08.2020
Berufsschule für Fahrzeugtechnik,Berufsschule für Fahrzeugtechnik,Bildung,Berufsschule,Scheydgasse 40,1210,Wien,Wien,office.921015@schule.wien.gv.at,+4315991695735,+431599169995735,25.08.2020
Berufsschule für Gartenbau und Floristik,Berufsschule für Gartenbau und Floristik,Bildung,Berufsschule,Donizettiweg 31,1220,Wien,Wien,office.922025@schule.wien.gv.at,+4315991695860,+431599169995860,25.08.2020
Berufsschule für Gastgewerbe,Berufsschule für Gastgewerbe,Bildung,Berufsschule,Längenfeldgasse 13-15,1120,Wien,Wien,office.912045@schule.wien.gv.at,+4315991695353,+431599167956,25.08.2020
Berufsschule für Handel und Reisen,Berufsschule für Handel und Reisen,Bildung,Berufsschule,Hütteldorfer Straße 7-17,1150,Wien,Wien,office.915075@schule.wien.gv.at,+4315991695222,+431599169995222,25.08.2020
"Berufsschule für Holz, Klang, Farbe und Lack","Berufsschule für Holz, Klang, Farbe und Lack",Bildung,Berufsschule,Hütteldorfer Straße 7-17,1150,Wien,Wien,office.915045@schule.wien.gv.at,+4315991695262,+431599169995261,25.08.2020
"Berufsschule für Industrie, Finanzen und Transport","Berufsschule für Industrie, Finanzen und Transport",Bildung,Berufsschule,Längenfeldgasse 13-15,1120,Wien,Wien,office.912065@schule.wien.gv.at,+4315991695360,+431599169995360,25.08.2020
"Berufsschule für Lebensmittel, Touristik und Zahntechnik","Berufsschule für Lebensmittel, Touristik und Zahntechnik",Bildung,Berufsschule,Längenfeldgasse 13-15,1120,Wien,Wien,direktion@bsltz.at,+4315991695341,+431599169995340,25.08.2020
"Berufsschule für Maschinen-, Fertigungstechnik und Elektronik","Berufsschule für Maschinen-, Fertigungstechnik und Elektronik",Bildung,Berufsschule,Apollogasse 1,1070,Wien,Wien,office@bs-mfe.at,+4315991695561,+431599169995561,25.08.2020
"Berufsschule für Metalltechnik, Glasbautechnik und Technische Zeichner","Berufsschule für Metalltechnik, Glasbautechnik und Technische Zeichner",Bildung,Berufsschule,Mollardgasse 87,1060,Wien,Wien,office.906125@schule.wien.gv.at,+4315991695620,+431599169995620,25.08.2020
Berufsschule für Reinigungstechnik,Berufsschule für Reinigungstechnik der Gebäudereinigungsakademie der Wiener Gebäudereiniger SchulungsGmbH,Bildung,Berufsschule,"Eduard-Kittenberger-Gasse 56, Objekt 8/1+1A",1230,Wien,Wien,office@grag.at,+4318655505,,25.08.2020
"Berufsschule für Sanitär-, Heizungs- und Klimatechnik","Berufsschule für Sanitär-, Heizungs- und Klimatechnik",Bildung,Berufsschule,Mollardgasse 87,1060,Wien,Wien,direktion@sht-wien.com,+4315991695670,+431599169995670,25.08.2020
Berufsschule für Schönheitsberufe,Berufsschule für Schönheitsberufe,Bildung,Berufsschule,Goldschlagstraße 137,1140,Wien,Wien,office.914015@schule.wien.gv.at,+4315991695805,+431599169995800,25.08.2020
Berufsschule für Verwaltungsberufe,Berufsschule für Verwaltungsberufe,Bildung,Berufsschule,Embelgasse 46,1050,Wien,Wien,christian.sevcik@bildung-wien.gv.at,+4315991695931,+431599169995935,25.08.2020
LBS,Lauder Business School,Bildung,Fachhochschul-Einrichtung,Hofzeile 18-20,1190,Wien,Wien,office@lbs.ac.at,+4313691818,,24.08.2020
FH Campus Wien,FH Campus Wien,Bildung,Fachhochschule,Favoritenstraße 226,1100,Wien,Wien,office@fh-campuswien.ac.at,+43160668776600,+43160668776609,24.08.2020
FH des bfi Wien,Fachhochschule des BFI Wien Ges.m.b.H.,Bildung,Fachhochschule,Wohlmutstraße 22,1020,Wien,Wien,info@fh-vie.ac.at,+4317201286,+431720128619,24.08.2020
FHWien,FHWien der WKW,Bildung,Fachhochschule,Währinger Gürtel 97,1180,Wien,Wien,servicepoint@fh-wien.ac.at,+431476775744,+431476775745,24.08.2020
Fachhochschule Technikum Wien,Fachhochschule Technikum Wien,Bildung,Fachhochschule,Höchstädtplatz 6,1200,Wien,Wien,info@technikum-wien.at,+43133340770,,24.08.2020
CEU,Central European University ,Bildung,Privatuniversität,Quellenstraße 51-55,1100,Wien,Wien,communications_office@ceu.edu,+3613273000,,24.08.2020
Jam Music Lab,JAM MUSIC LAB GmbH,Bildung,Privatuniversität,"Guglgasse 12, Gasometer C 37-37",1110,Wien,Wien,office@jammusiclab.com,+4319466846,,24.08.2020
MUK,Musik und Kunst Privatuniversität der Stadt Wien GmbH,Bildung,Privatuniversität,Johannesgasse 4a,1010,Wien,Wien,office@muk.ac.at,+4315127747,+43151277477913,24.08.2020
Modul University Vienna,Modul University Vienna GmbH,Bildung,Privatuniversität,Am Kahlenberg 1,1190,Wien,Wien,office@modul.ac.at,+4313203555,+4313203555902,24.08.2020
SFU,Sigmund Freud Privatuniversität Wien,Bildung,Privatuniversität,Freudplatz 1,1020,Wien,Wien,rektorat@sfu.ac.at,+4317984098,,24.08.2020
Webster Vienna Private University,Webster Vienna Private University,Bildung,Privatuniversität,Praterstrasse 23,1020,Wien,Wien,info@webster.ac.at,+43126992930,,24.08.2020
HAUP,Hochschule für Agrar- und Umweltpädagogik,Bildung,Pädagogische Hochschule,Angermayergasse 1,1130,Wien,Wien,info@haup.ac.at,+43187722660,+4318772361,24.08.2020
Jüdische Pädagogische Akademie,Jüdische Pädagogische Akademie,Bildung,Pädagogische Hochschule,Rabbiner Schneerson Platz 1,1020,Wien,Wien,info@lauderchabad.at,+4313341818,+431334181818,24.08.2020
KPH Wien/Krems,Kirchliche Pädagogische Hochschule Wien/Krems,Bildung,Pädagogische Hochschule,Mayerweckstraße 1,1210,Wien,Wien,datenschutz@kphvie.ac.at,+431291080,+43129108402,24.08.2020
PH Wien,Pädagogische Hochschule Wien,Bildung,Pädagogische Hochschule,Grenzackerstraße 18,1100,Wien,Wien,office@phwien.ac.at,+43160118,,24.08.2020
"""die umweltberatung"" Wien","""die umweltberatung"" Wien",Bildung,Schule,Buchengasse 77/4. Stock,1100,Wien,Wien,service@umweltberatung.at,+43180332320,,25.08.2020
D.R.Z  Demontage- und Recycling-Zentrum,D.R.Z  Demontage- und Recycling-Zentrum,Bildung,Schule,Vogtgasse 29,1140,Wien,Wien,drz@vhs.at,+43189174155000,,25.08.2020
Die Kunst VHS,Die Kunst Volkshochschule,Bildung,Schule,Lazarettgasse 27,1090,Wien,Wien,kvh@vhs.at,+43189174154000,,25.08.2020
Film und Medien Zentrum Margareten,Film und Medien Zentrum Margareten,Bildung,Schule,Johannagasse 2,1050,Wien,Wien,medienzentrum@vhs.at,+43189174105002,,25.08.2020
IKH Institut für Kindergarten- und Hortpädagogik,IKH Institut für Kindergarten- und Hortpädagogik,Bildung,Schule,Raffaelgasse 11-13,1220,Wien,Wien,brigittenau@vhs.at,+43189174120000,,25.08.2020
Jüdisches Institut für Erwachsenenbildung,Jüdisches Institut für Erwachsenenbildung,Bildung,Schule,Praterstern 1,1020,Wien,Wien,jife@vhs.at,+43189174153000,,25.08.2020
Kuffner Sternwarte,Kuffner Sternwarte,Bildung,Schule,Johann-Staud-Straße 10,1160,Wien,Wien,sternwarten@vhs.at,+43189174150000,,25.08.2020
Planetarium Wien,Planetarium Wien,Bildung,Schule,Oswald-Thomas-Platz 1,1020,Wien,Wien,sternwarten@vhs.at,+43189174150000,,25.08.2020
Urania Sternwarte,Urania Sternwarte,Bildung,Schule,Uraniastraße 1,1010,Wien,Wien,sternwarten@vhs.at,+43189174150000,,25.08.2020
VHS Alsergrund,Volkshochschule Alsergrund,Bildung,Schule,Galileigasse 8,1090,Wien,Wien,alsergrund@vhs.at,+43189174109000,,25.08.2020
VHS BG Alt-Erlaa,Volkshochschule BG Alt-Erlaa,Bildung,Schule,Anton-Baumgartner-Straße 123,1230,Wien,Wien,markus.rauscher@vhs.at,+43189174123003,,25.08.2020
VHS Brigittenau,Volkshochschule Brigittenau,Bildung,Schule,Raffaelgasse 11-13,1200,Wien,Wien,brigittenau@vhs.at,+43189174120000,,25.08.2020
VHS Donaustadt,Volkshochschule Donaustadt,Bildung,Schule,Bernoullistraße 1,1220,Wien,Wien,donaustadt@vhs.at,+43189174122000,,25.08.2020
VHS Döbling,Volkshochschule Döbling,Bildung,Schule,Gatterburggasse 2a,1190,Wien,Wien,doebling@vhs.at,+43189174109002,,25.08.2020
VHS Eibengasse,Volkshochschule Eibengasse,Bildung,Schule,Eibengasse 57,1220,Wien,Wien,eibengasse@vhs.at,+43189174122001,,25.08.2020
VHS Erlaa,Volkshochschule Erlaa,Bildung,Schule,Putzendoplergasse 4,1230,Wien,Wien,erlaa@vhs.at,+43189174123002,,25.08.2020
VHS Favoriten,Volkshochschule Favoriten,Bildung,Schule,Arthaberplatz 18,1100,Wien,Wien,favoriten@vhs.at,+43189174110000,,25.08.2020
VHS Floridsdorf,Volkshochschule Floridsdorf,Bildung,Schule,Angerer Straße 14,1210,Wien,Wien,floridsdorf@vhs.at,+43189174121000,,25.08.2020
VHS Floridsdorf Pitkagasse,Volkshochschule Floridsdorf Pitkagasse,Bildung,Schule,Pitkagasse 3,1210,Wien,Wien,pitkagasse@vhs.at,+43189174121001,,25.08.2020
VHS Großfeldsiedlung,Volkshochschule Großfeldsiedlung,Bildung,Schule,Kürschnergasse 9,1210,Wien,Wien,grossfeldsiedlung@vhs.at,+43189174121005,,25.08.2020
VHS Großjedlersdorf,Volkshochschule Großjedlersdorf,Bildung,Schule,Siemensstraße 17,1210,Wien,Wien,grossjedlersdorf@vhs.at,+43189174121006,,25.08.2020
VHS Heiligenstadt,Volkshochschule Heiligenstadt,Bildung,Schule,Heiligenstädter Straße 155,1190,Wien,Wien,heiligenstadt@vhs.at,+43189174109100,,25.08.2020
VHS Hernals,Volkshochschule Hernals,Bildung,Schule,Rötzergasse 15,1170,Wien,Wien,hernals@vhs.at,+43189174117000,,25.08.2020
VHS Hietzing,Volkshochschule Hietzing,Bildung,Schule,Hofwiesengasse 48,1130,Wien,Wien,hietzing@vhs.at,+43189174113000,,25.08.2020
VHS Josefstadt,Volkshochschule Josefstadt,Bildung,Schule,Schmidgasse 18,1080,Wien,Wien,josefstadt@vhs.at,+43189174106001,,25.08.2020
VHS KunstHandWerk,Volkshochschule KunstHandWerk,Bildung,Schule,Schlossgasse 23,1050,Wien,Wien,polycollege@vhs.at,+43189174105000,,25.08.2020
VHS Landstraße,Volkshochschule Landstraße,Bildung,Schule,Hainburgerstraße 29,1030,Wien,Wien,landstrasse@vhs.at,+43189174103000,,25.08.2020
VHS Leberberg,Volkshochschule Leberberg,Bildung,Schule,Rosa-Jochmann-Ring 5/2,1110,Wien,Wien,simmering@vhs.at,+43189174111001,,25.08.2020
VHS Liesing,Volkshochschule Liesing,Bildung,Schule,Liesinger Platz 2,1230,Wien,Wien,liesing@vhs.at,+43189174123000,,25.08.2020
VHS Mariahilf,Volkshochschule Mariahilf,Bildung,Schule,Damböckgasse 4,1060,Wien,Wien,mariahilf@vhs.at,+43189174106000,,25.08.2020
VHS Mauer,Volkshochschule Mauer,Bildung,Schule,Speisingerstraße 256,1230,Wien,Wien,mauer@vhs.at,+43189174123001,,25.08.2020
VHS Meidling,Volkshochschule Meidling,Bildung,Schule,Längenfeldgasse 13-15,1120,Wien,Wien,meidling@vhs.at,+43189174112000,,25.08.2020
VHS Neu-Stammersdorf,Volkshochschule Neu-Stammersdorf,Bildung,Schule,Brünner Straße 219,1210,Wien,Wien,neustammersdorf@vhs.at,+43189174121004,,25.08.2020
VHS Ottakring,Volkshochschule Ottakring,Bildung,Schule,Ludo-Hartmann-Platz 7,1160,Wien,Wien,ottakring@vhs.at,+43189174116000,,25.08.2020
VHS PAHO,Volkshochschule PAHO,Bildung,Schule,Ada-Christen-Gasse 2/B,1100,Wien,Wien,paho@vhs.at,+43189174110001,,25.08.2020
VHS Penzing,Volkshochschule Penzing,Bildung,Schule,Hütteldorfer Straße 112,1140,Wien,Wien,penzing@vhs.at,+43189174114000,,25.08.2020
VHS Rudolfsheim-Fünfhaus,Volkshochschule Rudolfsheim-Fünfhaus,Bildung,Schule,Schwendergasse 41,1150,Wien,Wien,office.rudolfsheim@vhs.at,+43189174115000,,25.08.2020
VHS Schönbrunner Straße,Volkshochschule Schönbrunner Straße,Bildung,Schule,Schönbrunner Straße 213-215/1,1120,Wien,Wien,schoenbrunnerstrasse@vhs.at,+43189174112001,,25.08.2020
VHS Simmering,Volkshochschule Simmering,Bildung,Schule,Gottschalkgasse 10,1110,Wien,Wien,simmering@vhs.at,+43189174111000,,25.08.2020
VHS Urania,Volkshochschule Urania,Bildung,Schule,Uraniastraße 1,1010,Wien,Wien,urania@vhs.at,+43189174101000,,25.08.2020
VHS polycollege Johannagasse,Volkshochschule polycollege Johannagasse,Bildung,Schule,Johannagasse 2,1050,Wien,Wien,johannagasse@vhs.at,+43189174105002,,25.08.2020
VHS polycollege Margareten - Wieden,Volkshochschule polycollege Margareten - Wieden,Bildung,Schule,Stöbergasse 11-15,1050,Wien,Wien,polycollege@vhs.at,+43189174105000,,25.08.2020
VHS polycollege Schlossgasse,Volkshochschule polycollege Schlossgasse,Bildung,Schule,Schlossgasse 23,1050,Wien,Wien,schlossgasse@vhs.at,+43189174105004,,25.08.2020
VHS polycollege Siebenbrunnengasse,Volkshochschule polycollege Siebenbrunnengasse,Bildung,Schule,Siebenbrunnengasse 37,1050,Wien,Wien,siebenbrunnengasse@vhs.at,+43189174105001,,25.08.2020
VHS polycollege Wieden,Volkshochschule polycollege Wieden,Bildung,Schule,Danhausergasse 1,1040,Wien,Wien,wieden@vhs.at,+43189174105003,,25.08.2020
Österreichisches Volkshochschularchiv,Österreichisches Volkshochschularchiv,Bildung,Schule,Kürschnergasse 9,1210,Wien,Wien,archiv@vhs.at,+43189174156000,,25.08.2020
AK Bild,Akademie der bildenden Künste Wien,Bildung,Universität,Schillerplatz 3,1010,Wien,Wien,datenschutz@akbild.ac.at,+431588160,,23.08.2020
BOKU,Universität für Bodenkultur Wien,Bildung,Universität,Gregor-Mendel-Straße 33,1180,Wien,Wien,datenschutz@boku.ac.at,+431476540,,23.08.2020
Die Angewandte,Universität für angewandte Kunst Wien,Bildung,Universität,Oskar-Kokoschka-Platz 2,1010,Wien,Wien,info@uni-ak.ac.at,+431711332160,,23.08.2020
MDW,Universität für Musik und darstellende Kunst Wien,Bildung,Universität,Anton-von-Webern-Platz 1,1030,Wien,Wien,datenschutz@mdw.ac.at,+43171155,+43171155199,23.08.2020
MedUni Wien,Medizinische Universität Wien,Bildung,Universität,Spitalgasse 23,1090,Wien,Wien,buero-universitaetsleitung@meduniwien.ac.at,+431401600,+43140160910000,23.08.2020
TU Wien,Technische Universität Wien,Bildung,Universität,Karlsplatz 13,1040,Wien,Wien,datenschutz@tuwien.ac.at,+431588010,+4315880141275,23.08.2020
Uni Wien,Universität Wien,Bildung,Universität,Universitätsring 1,1010,Wien,Wien,dsba@univie.ac.at,+43142770,,24.08.2020
Vetmeduni Vienna,Veterinärmedizinische Universität Wien,Bildung,Universität,Veterinärplatz 1,1210,Wien,Wien,datenschutz@vetmeduni.ac.at,+431250771097,+431250771090,24.08.2020
WU Wien,Wirtschaftsuniversität Wien,Bildung,Universität,"Welthandelsplatz 1, AD",1020,Wien,Wien,datenschutz@wu.ac.at,+431313360,,24.08.2020
Wiener Gesundheitsfonds,Wiener Gesundheitsfonds,Gesundheit,Dienstleister,Brigittenauer Lände 50-54,1200,Wien,Wien,wiener.gesundheitsfonds@wien.gv.at,+431400084200,+43140009984200,19.08.2020
Wiener Gesundheitsförderung,Wiener Gesundheitsförderung gemeinnützige GmbH,Gesundheit,Dienstleister,Treustraße 35 – 43,1200,Wien,Wien,office@wig.or.at,+431400076905,+4340009976905,19.08.2020
Wiener Gesundheitsverbund,Stadt Wien – Wiener Gesundheitsverbund,Gesundheit,Dienstleister,Thomas-Klestil-Platz 7/1,1030,Wien,Wien,journaldienst@gesundheitsverbund.at,+431404090,+431404099967480,19.08.2020
KFA der Bediensteten der Stadt Wien,Krankenfürsorgeanstalt der Bediensteten der Stadt Wien,Gesundheit,Krankenfürsorgeanstalt,Schlesingerplatz 5,1081,Wien Postfach,Wien,generaldirektion@kfa.co.at,+431404360,+43140436099,20.08.2020
AKH Wien,Allgemeines Krankenhaus der Stadt Wien,Gesundheit,Krankenhaus,Währinger Gürtel 18-20,1090,Wien,Wien,postakhint@akhwien.at,+431404000,+4314040912120,19.08.2020
Klinik Donaustadt,Klinik Donaustadt,Gesundheit,Krankenhaus,Langobardenstraße 122,1220,Wien,Wien,journaldienst@gesundheitsverbund.at,+431288020,+431288022050,19.08.2020
